"ID","setSize","NES","pvalue","p.adjust"
"REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA",66,0.956163838074547,0.5408,0.828513154831199
"REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX",96,-0.955577297808738,0.540462427745665,0.828513154831199
"REACTOME_DECTIN_2_FAMILY",26,0.955021968908237,0.540350877192982,0.828513154831199
"REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING",28,-0.946037406140871,0.539351851851852,0.828513154831199
"REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY",27,-0.944914813157658,0.540792540792541,0.828513154831199
"REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS",43,0.939006736781265,0.537953795379538,0.828513154831199
"REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY",23,-0.944417625933816,0.542253521126761,0.828810259933585
"REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS",56,0.940175590603287,0.542071197411003,0.828810259933585
"REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_IKBKE",18,0.946939789074095,0.544464609800363,0.831224392688257
"REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS",29,0.95143496578026,0.547535211267606,0.834943613010625
"REACTOME_SIGNALING_BY_FGFR1",44,0.929815983647948,0.552013422818792,0.840798222719364
"REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS",16,0.945394728772685,0.554744525547445,0.842110923502146
"REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS",27,0.944199937492067,0.554973821989529,0.842110923502146
"REACTOME_SIGNALING_BY_ERYTHROPOIETIN",25,-0.936366871326301,0.55607476635514,0.842110923502146
"REACTOME_CHOLESTEROL_BIOSYNTHESIS",25,-0.936234244993086,0.55607476635514,0.842110923502146
"REACTOME_CONSTITUTIVE_SIGNALING_BY_LIGAND_RESPONSIVE_EGFR_CANCER_VARIANTS",18,-0.927955871198292,0.554323725055432,0.842110923502146
"REACTOME_LEISHMANIA_INFECTION",216,0.960163709660945,0.559459459459459,0.843354694901087
"REACTOME_CARDIOGENESIS",14,0.935180366461775,0.558490566037736,0.843354694901087
"REACTOME_MET_ACTIVATES_RAP1_AND_RAC1",10,-0.926933854654238,0.558577405857741,0.843354694901087
"REACTOME_METABOLISM_OF_POLYAMINES",43,0.924383233184947,0.559405940594059,0.843354694901087
"REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS",17,0.937199585368987,0.562043795620438,0.843778528472526
"REACTOME_PCP_CE_PATHWAY",75,0.934806203434648,0.562305295950156,0.843778528472526
"REACTOME_HS_GAG_BIOSYNTHESIS",27,-0.931259437310531,0.561771561771562,0.843778528472526
"REACTOME_GLYCOSPHINGOLIPID_METABOLISM",46,0.928670693974975,0.561666666666667,0.843778528472526
"REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS",13,0.932458710911992,0.564150943396226,0.844621890226887
"REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION",17,-0.921119858052638,0.563876651982379,0.844621890226887
"REACTOME_PRESYNAPTIC_FUNCTION_OF_KAINATE_RECEPTORS",21,-0.929119473188877,0.566037735849057,0.846483704974271
"REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS",33,-0.925020158824934,0.568877551020408,0.849442087065849
"REACTOME_TAK1_DEPENDENT_IKK_AND_NF_KAPPA_B_ACTIVATION",41,0.917956216198371,0.569306930693069,0.849442087065849
"REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS",38,0.921350565454667,0.571428571428571,0.851642129105323
"REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL",23,-0.918832618385043,0.572769953051643,0.852675631466021
"REACTOME_SEROTONIN_RECEPTORS",12,0.913086006465706,0.574669187145558,0.854536328004016
"REACTOME_OLFACTORY_SIGNALING_PATHWAY",364,0.966417020910831,0.576633165829146,0.854559961972022
"REACTOME_KIDNEY_DEVELOPMENT",27,0.934310430120062,0.575916230366492,0.854559961972022
"REACTOME_TRANSLATION_OF_SARS_COV_2_STRUCTURAL_PROTEINS",44,-0.920431908796799,0.576354679802956,0.854559961972022
"REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR",53,0.923242473205964,0.578025477707006,0.855659762274939
"REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND",15,-0.912455075244349,0.582441113490364,0.861227534104853
"REACTOME_METABOLISM_OF_PORPHYRINS",23,-0.916374202409396,0.584507042253521,0.861443797384903
"REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE",11,-0.914094372458613,0.58455114822547,0.861443797384903
"REACTOME_DIGESTION",19,-0.904568307767798,0.583892617449664,0.861443797384903
"REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS",30,0.925000850804203,0.585448392554992,0.86159756934235
"REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS",26,0.916101206438447,0.585964912280702,0.86159756934235
"REACTOME_SIGNALLING_TO_RAS",20,-0.907017261865968,0.587264150943396,0.862544221698113
"REACTOME_GAMMA_CARBOXYLATION_HYPUSINYLATION_HYDROXYLATION_AND_ARYLSULFATASE_ACTIVATION",27,-0.913042737467121,0.592074592074592,0.867672787494614
"REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS",10,-0.904571708676959,0.592050209205021,0.867672787494614
"REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS",12,0.894671547974783,0.593572778827977,0.868900752989564
"REACTOME_RHOV_GTPASE_CYCLE",27,0.912552256890237,0.598603839441536,0.870455969839846
"REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM",12,-0.897081127827704,0.59830866807611,0.870455969839846
"REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY",14,0.896844681417997,0.59811320754717,0.870455969839846
"REACTOME_SIGNALING_BY_NOTCH1_HD_DOMAIN_MUTANTS_IN_CANCER",12,0.892923449289791,0.595463137996219,0.870455969839846
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES",11,0.891074467962586,0.598470363288719,0.870455969839846
"REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE",12,0.890679039734699,0.597353497164461,0.870455969839846
"REACTOME_INTEGRIN_SIGNALING",26,-0.91286293360761,0.599537037037037,0.870850707219361
"REACTOME_CHROMOSOME_MAINTENANCE",97,0.926905192373922,0.603318250377074,0.871010791782087
"REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION",63,0.920406396117753,0.60291734197731,0.871010791782087
"REACTOME_SUMOYLATION_OF_SUMOYLATION_PROTEINS",34,0.90785856868794,0.603618421052632,0.871010791782087
"REACTOME_RET_SIGNALING",31,-0.907215490136051,0.602469135802469,0.871010791782087
"REACTOME_RHOBTB1_GTPASE_CYCLE",11,0.886262624235495,0.60038240917782,0.871010791782087
"REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR",10,0.877784792050313,0.603053435114504,0.871010791782087
"REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION",82,0.917363118625576,0.607142857142857,0.871081457274268
"REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION",10,-0.900666042100556,0.606694560669456,0.871081457274268
"REACTOME_HYALURONAN_METABOLISM",16,0.899294150658555,0.605839416058394,0.871081457274268
"REACTOME_INTRA_GOLGI_TRAFFIC",23,0.896748351858178,0.607638888888889,0.871081457274268
"REACTOME_TICAM1_DEPENDENT_ACTIVATION_OF_IRF3_IRF7",13,0.892902444133064,0.605660377358491,0.871081457274268
"REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS",25,-0.892490530296748,0.607476635514019,0.871081457274268
"REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42",20,-0.895356684048896,0.608490566037736,0.871353193586138
"REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION",126,-0.935921928113237,0.61280487804878,0.876150620694218
"REACTOME_ATTACHMENT_OF_BACTERIA_TO_EPITHELIAL_CELLS",20,-0.892671030649267,0.613207547169811,0.876150620694218
"REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE",10,0.867683585014403,0.614503816793893,0.876150620694218
"REACTOME_FOLDING_OF_ACTIN_BY_CCT_TRIC",10,0.867235604370252,0.614503816793893,0.876150620694218
"REACTOME_PLATELET_CALCIUM_HOMEOSTASIS",25,0.896612991590537,0.616724738675958,0.878365536902122
"REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE",36,0.897969866963237,0.621087314662274,0.882668365113987
"REACTOME_KERATINIZATION",36,0.897969866963237,0.621087314662274,0.882668365113987
"REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS",37,0.905007584958494,0.622331691297209,0.88348274622128
"REACTOME_INWARDLY_RECTIFYING_K_CHANNELS",25,0.890205323367356,0.623693379790941,0.88446173254836
"REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS",95,0.922002981531361,0.625,0.885360602798708
"REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION",40,0.894849739333611,0.62684124386252,0.886375740108393
"REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION",18,-0.887466280061592,0.627494456762749,0.886375740108393
"REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY",17,0.883569852183066,0.627737226277372,0.886375740108393
"REACTOME_HCMV_INFECTION",156,0.922509801996342,0.63623595505618,0.891881378701903
"REACTOME_PROTEIN_FOLDING",80,-0.919719338509356,0.637640449438202,0.891881378701903
"REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS",94,0.914029314052898,0.637345679012346,0.891881378701903
"REACTOME_SIGNALING_BY_VEGF",105,0.909823694359715,0.634756995581738,0.891881378701903
"REACTOME_SEMAPHORIN_INTERACTIONS",61,-0.903662892371106,0.635443037974683,0.891881378701903
"REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS",12,-0.872572444549448,0.634249471458774,0.891881378701903
"REACTOME_INTERLEUKIN_15_SIGNALING",14,0.863515665074642,0.637735849056604,0.891881378701903
"REACTOME_ACTIVATION_OF_RAC1",13,0.861894029658517,0.635849056603774,0.891881378701903
"REACTOME_CLEC7A_DECTIN_1_INDUCES_NFAT_ACTIVATION",11,0.849319822481212,0.632887189292543,0.891881378701903
"REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE",54,0.885714668686881,0.638573743922204,0.892105145436965
"REACTOME_PYRUVATE_METABOLISM",35,0.881249516995413,0.641571194762684,0.894393741851369
"REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_C_STRAND_OF_THE_TELOMERE",13,0.858164148645016,0.641509433962264,0.894393741851369
"REACTOME_SIGNALING_BY_CSF1_M_CSF_IN_MYELOID_CELLS",30,0.891477269129007,0.642978003384095,0.894729489340697
"REACTOME_MICRORNA_MIRNA_BIOGENESIS",17,-0.871982323620068,0.643171806167401,0.894729489340697
"REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM",30,-0.882367769402598,0.647201946472019,0.898436457338795
"REACTOME_HYALURONAN_DEGRADATION",13,0.852065014425547,0.647169811320755,0.898436457338795
"REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY",26,-0.889130468402112,0.652777777777778,0.905221870975296
"REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS",50,0.876607641447052,0.653658536585366,0.905489088575096
"REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION",18,0.863087560884664,0.655172413793103,0.906631857572791
"REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS",163,-0.940416907466115,0.656140350877193,0.906705735611475
"REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE",14,0.845768930537948,0.656603773584906,0.906705735611475
"REACTOME_TRIGLYCERIDE_METABOLISM",27,-0.879866894515275,0.657342657342657,0.906774567151926
"REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER",82,-0.915786069266762,0.659217877094972,0.907458918678853
"REACTOME_MYOGENESIS",20,0.862347511407265,0.65916955017301,0.907458918678853
"REACTOME_MITOCHONDRIAL_TRANSLATION_ELONGATION",20,0.858325346042347,0.660899653979239,0.908823348627668
"REACTOME_RESOLUTION_OF_ABASIC_SITES_AP_SITES",35,-0.870773136277476,0.662404092071611,0.909941320632819
"REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES",67,0.892076324702272,0.663987138263666,0.910215702036442
"REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE",24,-0.849823596963894,0.663507109004739,0.910215702036442
"REACTOME_PLATELET_SENSITIZATION_BY_LDL",16,0.84860293811952,0.666058394160584,0.912104939349978
"REACTOME_GLYCOSPHINGOLIPID_CATABOLISM",27,0.868891355231307,0.668411867364747,0.914376317517679
"REACTOME_ECM_PROTEOGLYCANS",62,0.881568346465204,0.672638436482085,0.919202681630762
"REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL",166,0.906934008242749,0.676511954992968,0.919444381671224
"REACTOME_SIGNALING_BY_FGFR4_IN_DISEASE",11,-0.847887175162472,0.674321503131524,0.919444381671224
"REACTOME_SIGNALING_BY_EGFR_IN_CANCER",23,-0.847145671412579,0.676056338028169,0.919444381671224
"REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY",17,0.845158811890803,0.677007299270073,0.919444381671224
"REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS",14,0.835556555606394,0.673584905660377,0.919444381671224
"REACTOME_REGULATION_OF_FZD_BY_UBIQUITINATION",12,0.835425026133039,0.676748582230624,0.919444381671224
"REACTOME_LYSOSOME_VESICLE_BIOGENESIS",32,-0.8609033120231,0.680306905370844,0.922973079863949
"REACTOME_SLC_MEDIATED_TRANSPORT_OF_ORGANIC_ANIONS",14,0.824669975703065,0.681132075471698,0.923140897343723
"REACTOME_ALPHA_DEFENSINS",10,-0.819805143211754,0.684100418410042,0.926210031509892
"REACTOME_MISCELLANEOUS_SUBSTRATES",10,-0.819439438873805,0.686192468619247,0.928087655398694
"REACTOME_ANTIMICROBIAL_PEPTIDES",97,0.884215919060991,0.689291101055807,0.930261723009814
"REACTOME_EGFR_DOWNREGULATION",27,-0.856975332530682,0.692307692307692,0.930261723009814
"REACTOME_MITOCHONDRIAL_UNFOLDED_PROTEIN_RESPONSE_UPRMT",16,0.819247805781829,0.691605839416058,0.930261723009814
"REACTOME_GLUCOCORTICOID_BIOSYNTHESIS",10,0.806698145083069,0.692748091603053,0.930261723009814
"REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_APOPTOSIS",10,0.805482756793934,0.692748091603053,0.930261723009814
"REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONES",10,0.803688962779683,0.692748091603053,0.930261723009814
"REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONE_GENES",10,0.803688962779683,0.692748091603053,0.930261723009814
"REACTOME_VESICLE_MEDIATED_TRANSPORT",471,0.929279746941755,0.702409638554217,0.935228077326039
"REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT",101,-0.885851883977141,0.700906344410876,0.935228077326039
"REACTOME_DEFECTIVE_PYROPTOSIS",69,0.871917143915717,0.701587301587302,0.935228077326039
"REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R",51,-0.871029055810209,0.702842377260982,0.935228077326039
"REACTOME_DAP12_SIGNALING",29,0.855046874757683,0.698943661971831,0.935228077326039
"REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION",35,-0.854641285719343,0.698209718670077,0.935228077326039
"REACTOME_SYNDECAN_INTERACTIONS",26,0.846075349610624,0.7,0.935228077326039
"REACTOME_HS_GAG_DEGRADATION",17,0.826953889787891,0.702554744525547,0.935228077326039
"REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI",17,0.826892436607868,0.702554744525547,0.935228077326039
"REACTOME_MEMBRANE_TRAFFICKING",386,0.921959883652307,0.703889585947302,0.935675449602677
"REACTOME_CS_GAG_BIOSYNTHESIS",18,-0.82250646416551,0.707317073170732,0.93928281361522
"REACTOME_REGULATION_OF_CDH1_POSTTRANSLATIONAL_PROCESSING_AND_TRAFFICKING_TO_PLASMA_MEMBRANE",23,-0.824641717652396,0.708920187793427,0.939515576169336
"REACTOME_PYRIMIDINE_CATABOLISM",12,0.799971960289057,0.708884688090737,0.939515576169336
"REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE",28,-0.837687732812496,0.710648148148148,0.94085811163276
"REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA",60,0.850155885173374,0.712418300653595,0.942253752422242
"REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY",43,0.839199426872183,0.714521452145215,0.943273215874037
"REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR",21,-0.81650501985539,0.714622641509434,0.943273215874037
"REACTOME_METABOLISM_OF_STEROID_HORMONES",30,0.849718657836121,0.715736040609137,0.943796221885395
"REACTOME_PI3K_AKT_SIGNALING_IN_CANCER",108,-0.888162512502554,0.717325227963526,0.944820512820513
"REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING",27,-0.831734969978996,0.717948717948718,0.944820512820513
"REACTOME_SEALING_OF_THE_NUCLEAR_ENVELOPE_NE_BY_ESCRT_III",28,-0.825772786869768,0.719907407407407,0.945507133880387
"REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA",15,-0.8095470573923,0.71948608137045,0.945507133880387
"REACTOME_HDMS_DEMETHYLATE_HISTONES",34,0.839355126026434,0.722039473684211,0.947207396827783
"REACTOME_VXPX_CARGO_TARGETING_TO_CILIUM",14,0.80322346004107,0.722641509433962,0.947207396827783
"REACTOME_LATE_SARS_COV_2_INFECTION_EVENTS",49,-0.867561086407964,0.723958333333333,0.947989220563847
"REACTOME_RHOF_GTPASE_CYCLE",27,-0.82283504841558,0.727272727272727,0.951382613410446
"REACTOME_NEPHRIN_FAMILY_INTERACTIONS",20,0.813506696211675,0.728373702422145,0.951876655796964
"REACTOME_LANOSTEROL_BIOSYNTHESIS",13,0.77577930685356,0.730188679245283,0.953301886792453
"REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL",13,0.773374958401594,0.732075471698113,0.954817959122613
"REACTOME_METABOLISM_OF_STEROIDS",117,0.862792529320241,0.736764705882353,0.955303465251793
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS",72,0.858515534092478,0.736593059936908,0.955303465251793
"REACTOME_TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA",36,0.835779479651359,0.738056013179572,0.955303465251793
"REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS",27,0.82985068491953,0.738219895287958,0.955303465251793
"REACTOME_TRANSLESION_SYNTHESIS_BY_POLH",16,-0.809798519528389,0.73568281938326,0.955303465251793
"REACTOME_NUCLEOTIDE_SALVAGE",21,-0.806058150300963,0.738207547169811,0.955303465251793
"REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS",12,-0.800189329910471,0.73784355179704,0.955303465251793
"REACTOME_SIGNALING_BY_FGFR2_IIIA_TM",19,-0.796673577103818,0.738255033557047,0.955303465251793
"REACTOME_SIGNALING_BY_KIT_IN_DISEASE",20,0.806160868152999,0.740484429065744,0.95724706154275
"REACTOME_LISTERIA_MONOCYTOGENES_ENTRY_INTO_HOST_CELLS",20,-0.804268467847861,0.742924528301887,0.957579509544841
"REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES",19,0.803523064277235,0.742342342342342,0.957579509544841
"REACTOME_CALNEXIN_CALRETICULIN_CYCLE",14,0.784050886041824,0.741509433962264,0.957579509544841
"REACTOME_CD22_MEDIATED_BCR_REGULATION",61,0.83769330371176,0.744645799011532,0.958858974069644
"REACTOME_PLATELET_HOMEOSTASIS",82,0.845951679775706,0.748447204968944,0.959100734976221
"REACTOME_FCGR_ACTIVATION",69,0.842827816406457,0.749206349206349,0.959100734976221
"REACTOME_BASIGIN_INTERACTIONS",20,0.801200912357558,0.749134948096886,0.959100734976221
"REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING",17,0.791390009397171,0.748175182481752,0.959100734976221
"REACTOME_SYNAPTIC_ADHESION_LIKE_MOLECULES",15,0.781374458061869,0.745794392523364,0.959100734976221
"REACTOME_ALPHA_PROTEIN_KINASE_1_SIGNALING_PATHWAY",11,0.759866413565915,0.747609942638623,0.959100734976221
"REACTOME_DISEASES_OF_GLYCOSYLATION",102,-0.867876208216592,0.751497005988024,0.960165106679844
"REACTOME_UPTAKE_AND_FUNCTION_OF_ANTHRAX_TOXINS",10,-0.762624533736296,0.751046025104602,0.960165106679844
"REACTOME_SIGNALING_BY_PDGF",53,-0.849352719516346,0.754010695187166,0.962442361655005
"REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS",26,-0.800826304529163,0.756944444444444,0.96431644616543
"REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION",12,-0.782364852158396,0.756871035940803,0.96431644616543
"REACTOME_RND1_GTPASE_CYCLE",27,0.813075223676526,0.759162303664921,0.966206568300809
"REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION",221,0.877607375697396,0.773841961852861,0.966653686856172
"REACTOME_HCMV_EARLY_EVENTS",134,0.859256052441021,0.776978417266187,0.966653686856172
"REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE",58,-0.840032484971924,0.779487179487179,0.966653686856172
"REACTOME_CELLULAR_RESPONSES_TO_MECHANICAL_STIMULI",97,0.83839439933439,0.77526395173454,0.966653686856172
"REACTOME_MRNA_SPLICING_MINOR_PATHWAY",42,-0.830561098070324,0.760814249363868,0.966653686856172
"REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF",43,-0.827410420751552,0.782828282828283,0.966653686856172
"REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS",57,0.819172895120964,0.77831715210356,0.966653686856172
"REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE",53,0.818187085684464,0.770700636942675,0.966653686856172
"REACTOME_POTASSIUM_CHANNELS",40,0.808106354392578,0.774140752864157,0.966653686856172
"REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX",27,0.806192819888188,0.767888307155323,0.966653686856172
"REACTOME_FLT3_SIGNALING_IN_DISEASE",23,-0.780333314743127,0.765258215962441,0.966653686856172
"REACTOME_TRIGLYCERIDE_CATABOLISM",19,0.778504606209177,0.774774774774775,0.966653686856172
"REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS",20,0.77731951197439,0.782006920415225,0.966653686856172
"REACTOME_SIGNALING_BY_PDGFRA_TRANSMEMBRANE_JUXTAMEMBRANE_AND_KINASE_DOMAIN_MUTANTS",12,-0.77707557562808,0.765327695560254,0.966653686856172
"REACTOME_GLYCOGEN_STORAGE_DISEASES",13,-0.772109272405961,0.781779661016949,0.966653686856172
"REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION",12,-0.768641576645947,0.775898520084567,0.966653686856172
"REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS",17,0.766055647197993,0.773722627737226,0.966653686856172
"REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS",14,-0.765791997797588,0.775423728813559,0.966653686856172
"REACTOME_SIGNALING_BY_PDGFR_IN_DISEASE",17,0.764549678125922,0.777372262773723,0.966653686856172
"REACTOME_RESPIRATORY_SYNCYTIAL_VIRUS_RSV_ATTACHMENT_AND_ENTRY",20,-0.763263845517828,0.783018867924528,0.966653686856172
"REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS",14,0.760594927482218,0.773584905660377,0.966653686856172
"REACTOME_SLC_MEDIATED_TRANSPORT_OF_AMINO_ACIDS",16,0.758824057669235,0.768248175182482,0.966653686856172
"REACTOME_OTHER_SEMAPHORIN_INTERACTIONS",17,0.758496853808042,0.781021897810219,0.966653686856172
"REACTOME_DEFECTS_OF_CONTACT_ACTIVATION_SYSTEM_CAS_AND_KALLIKREIN_KININ_SYSTEM_KKS",15,-0.758281822971957,0.775160599571734,0.966653686856172
"REACTOME_BETA_CATENIN_PHOSPHORYLATION_CASCADE",16,0.754347632293306,0.768248175182482,0.966653686856172
"REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS",11,-0.751752553053727,0.77035490605428,0.966653686856172
"REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS",11,-0.750148996196808,0.77035490605428,0.966653686856172
"REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING",13,0.747969812117434,0.773584905660377,0.966653686856172
"REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX",12,0.747760716809941,0.763705103969754,0.966653686856172
"REACTOME_TICAM1_TRAF6_DEPENDENT_INDUCTION_OF_TAK1_COMPLEX",11,-0.744487896794032,0.778705636743215,0.966653686856172
"REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY",10,0.742181823176241,0.763358778625954,0.966653686856172
"REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE",10,-0.740857664414167,0.774058577405858,0.966653686856172
"REACTOME_TIE2_SIGNALING",13,-0.7641908751806,0.786016949152542,0.969445459310915
"REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS",84,-0.857740711455608,0.789325842696629,0.971268477283657
"REACTOME_PEROXISOMAL_PROTEIN_IMPORT",59,-0.831068171818059,0.788511749347259,0.971268477283657
"REACTOME_EPHRIN_SIGNALING",19,-0.756653455707967,0.789709172259508,0.971268477283657
"REACTOME_METABOLISM_OF_RNA",450,0.894232908985082,0.793438639125152,0.971390457557028
"REACTOME_PROTEASOME_ASSEMBLY",48,0.800239909144002,0.79344262295082,0.971390457557028
"REACTOME_PERK_REGULATES_GENE_EXPRESSION",32,0.791626833658598,0.792144026186579,0.971390457557028
"REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS",23,0.777597650155287,0.793402777777778,0.971390457557028
"REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS",11,0.720940743864898,0.793499043977055,0.971390457557028
